case_order,case_id,case_group,admission_rule_id,behavior,expected_result_or_error,observed_result_or_error,expected_reason,observed_reason,formal_call_count,oracle_call_count,candidate_access_status,handler_identity_status,case_passed
456,ADMIT011_EXACT84_HIST_018,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
457,ADMIT011_EXACT84_HIST_019,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
458,ADMIT011_EXACT84_HIST_020,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
459,ADMIT011_EXACT84_HIST_021,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
460,ADMIT011_EXACT84_HIST_022,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
461,ADMIT011_EXACT84_HIST_023,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
462,ADMIT011_EXACT84_HIST_024,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayw.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayw.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayw.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayw.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
463,ADMIT011_EXACT84_HIST_025,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1b02.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1b02.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1b02.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1b02.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
464,ADMIT011_EXACT84_HIST_026,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv6.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv6.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv6.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv6.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
465,ADMIT011_EXACT84_HIST_027,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv8.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv8.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv8.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv8.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
466,ADMIT011_EXACT84_HIST_028,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv5.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv5.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv5.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/future_struct_conn_crosscheck_raw_v0/6bv5.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
467,ADMIT011_EXACT84_HIST_029,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aec.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
468,ADMIT011_EXACT84_HIST_030,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1aim.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
469,ADMIT011_EXACT84_HIST_031,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au3.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
470,ADMIT011_EXACT84_HIST_032,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1au4.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
471,ADMIT011_EXACT84_HIST_033,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayu.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
472,ADMIT011_EXACT84_HIST_034,admit011_standalone_exact84,ADMIT_011,historical_observed:public Exact10-to-Exact13 full projection,"{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]]}","{""adapter_id"":""covapie_admit_011_unified_adapter_v1"",""admission_rule_id"":""ADMIT_011"",""admission_rule_name"":""raw_overwrite_forbidden"",""blocks_candidate"":false,""consumed_candidate_fields"":[""raw_target_relative_path""],""consumed_context_items"":[""raw_target_relative_path_contract"",""existing_raw_target_relative_paths""],""evaluator_io_used"":false,""normalized_values"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]],""outcome"":""passed"",""passed"":true,""reason"":"""",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""raw_target_relative_path"",""data/raw/covalent_sources/covpdb/independent_group_expansion_batch_000001/1ayv.cif""]]}",,,1,1,three_values_read_once,not_applicable,true
