case_order,case_id,case_group,source_case_id,expected_result_or_error,observed_result_or_error,candidate_key_access_count,download_lookup_count,authority_lookup_count,formal_call_count,oracle_call_count,dispatch_handler_call_count,first_twelve_handler_identity_preserved,case_passed
786,ADMIT013_EXACT128_BUSINESS23_SHA_MATCH_AND_EXPLICIT_FAILED,admit013_exact128_normal,BUSINESS23_SHA_MATCH_AND_EXPLICIT_FAILED,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""EXPLICIT_INTEGRITY_VERDICT_FAILED"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""EXPLICIT_INTEGRITY_VERDICT_FAILED"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
787,ADMIT013_EXACT128_BUSINESS23_SHA_MISMATCH_AND_EXPLICIT_VERIFIED,admit013_exact128_normal,BUSINESS23_SHA_MISMATCH_AND_EXPLICIT_VERIFIED,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""],[""explicit_integrity_verdict"",""verified""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_SHA256_MISMATCH"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""],[""explicit_integrity_verdict"",""verified""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_SHA256_MISMATCH"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
788,ADMIT013_EXACT128_BUSINESS23_ZERO_ALL_AUTHORITIES_APPEAR_PASS,admit013_exact128_normal,BUSINESS23_ZERO_ALL_AUTHORITIES_APPEAR_PASS,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""0""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""explicit_integrity_verdict"",""verified""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_EMPTY"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""0""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""explicit_integrity_verdict"",""verified""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_EMPTY"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
789,ADMIT013_EXACT128_BUSINESS23_STATUS_FAILURE_AND_SHA_MISMATCH,admit013_exact128_normal,BUSINESS23_STATUS_FAILURE_AND_SHA_MISMATCH,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""failure""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_FAILURE"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""failure""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""failure""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_FAILURE"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""failure""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
790,ADMIT013_EXACT128_BUSINESS23_NON2XX_ZERO_INTEGRITY_FAILURE,admit013_exact128_normal,BUSINESS23_NON2XX_ZERO_INTEGRITY_FAILURE,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""500""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""1""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_NOT_SUCCESS"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""500""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""500""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""1""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_NOT_SUCCESS"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""500""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
791,ADMIT013_EXACT128_BUSINESS23_ADJACENT_STATUS_HTTP,admit013_exact128_normal,BUSINESS23_ADJACENT_STATUS_HTTP,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""failure""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_FAILURE"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""failure""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""failure""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""blocked"",""passed"":false,""reason"":""DOWNLOAD_RESULT_STATUS_FAILURE"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""failure""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
792,ADMIT013_EXACT128_BUSINESS23_ADJACENT_HTTP_EMPTY,admit013_exact128_normal,BUSINESS23_ADJACENT_HTTP_EMPTY,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_NOT_SUCCESS"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_HTTP_STATUS_NOT_SUCCESS"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""404""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
793,ADMIT013_EXACT128_BUSINESS23_ADJACENT_EMPTY_SHA,admit013_exact128_normal,BUSINESS23_ADJACENT_EMPTY_SHA,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_EMPTY"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_EMPTY"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""0""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
794,ADMIT013_EXACT128_BUSINESS23_ADJACENT_SHA_VERDICT,admit013_exact128_normal,BUSINESS23_ADJACENT_SHA_VERDICT,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_SHA256_MISMATCH"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_sha256"",""abcdef0123456789abcdef0123456789abcdef0123456789abcdef0123456789""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_SHA256_MISMATCH"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
795,ADMIT013_EXACT128_BUSINESS23_ADJACENT_VERDICT_LENGTH,admit013_exact128_normal,BUSINESS23_ADJACENT_VERDICT_LENGTH,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""11""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""EXPLICIT_INTEGRITY_VERDICT_FAILED"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""11""],[""explicit_integrity_verdict"",""failed""]],""outcome"":""blocked"",""passed"":false,""reason"":""EXPLICIT_INTEGRITY_VERDICT_FAILED"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
796,ADMIT013_EXACT128_BUSINESS23_ADJACENT_LENGTH_AUTHORITY,admit013_exact128_normal,BUSINESS23_ADJACENT_LENGTH_AUTHORITY,"{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""11""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_LENGTH_MISMATCH"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_013_unified_adapter_v1"",""admission_rule_id"":""ADMIT_013"",""admission_rule_name"":""download_failure_fail_closed"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""expected_content_length_bytes"",""expected_sha256"",""explicit_integrity_verdict""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""],[""expected_content_length_bytes"",""11""]],""outcome"":""blocked"",""passed"":false,""reason"":""OBSERVED_CONTENT_LENGTH_MISMATCH"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""10""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",0,4,3,1,1,0,true,true
797,ADMIT013_EXACT128_WRONG_TOP_LEVEL_RESULT_TYPE,admit013_exact128_negative,WRONG_TOP_LEVEL_RESULT_TYPE,"{""dispatch_code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""negative_source_attestation"":""WRONG_TOP_LEVEL_RESULT_TYPE"",""reason"":""ADMIT_013_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}","{""dispatch_code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""negative_source_attestation"":""WRONG_TOP_LEVEL_RESULT_TYPE"",""reason"":""ADMIT_013_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",0,0,0,0,0,0,true,true
798,ADMIT013_EXACT128_RESULT_SUBCLASS,admit013_exact128_negative,RESULT_SUBCLASS,"{""dispatch_code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""negative_source_attestation"":""RESULT_SUBCLASS"",""reason"":""ADMIT_013_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}","{""dispatch_code"":""UNIFIED_ADMISSION_RULE_ADAPTER_NOT_READY"",""negative_source_attestation"":""RESULT_SUBCLASS"",""reason"":""ADMIT_013_UNIFIED_ADAPTER_SOURCE_INVARIANT_INVALID""}",0,0,0,0,0,0,true,true
