scaleup_rank,canonical_event_id,pdb_id,ligand_component_id,raw_structure_available,exact_cys_sg_event_recovered,explicit_covalent_evidence,distance_only_event_inference_used,full_coordinate_post_evidence_available,ccd_graph_complete,feature_compatible,structural_processing_success,post_geometry_source_evidence_available,representation_gap,feature_incompatible,current_global_status,priority_review_in_scope,review_unit_id,current_review_status,human_review_completed,human_review_authority_source,chemistry_disposition,chemistry_authority_source,task_relevance_disposition,task_relevance_authority_source,training_use_disposition,human_training_excluded,reactive_pair_raw_structural_evidence,reactive_pair_sample_authoritative,reactive_pair_training_target_available,role_partition_sample_authoritative,role_profile,canonical_mask_structural_labels_available,structurally_applicable_task_ids_json,post_geometry_sample_authoritative,post_geometry_training_target_available,pre_geometry_authoritative,pre_geometry_training_target_available,training_use_include,future_training_admission_candidate,formal_split_authoritative,formal_split,formal_training_admitted,current_runtime_model_usable,training_materialization_allowed_current_source,positive_authority_source,feature_semantics_status
869,COVAPIE_CYS_SG_EVENT_V1:4PHH:A:CYS:35-:SG:E:2UK:CAA,4PHH,2UK,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
870,COVAPIE_CYS_SG_EVENT_V1:4PHH:B:CYS:35-:SG:H:2UK:CAA,4PHH,2UK,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
871,COVAPIE_CYS_SG_EVENT_V1:4PHH:C:CYS:35-:SG:K:2UK:CAA,4PHH,2UK,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
872,COVAPIE_CYS_SG_EVENT_V1:4PHH:D:CYS:35-:SG:M:2UK:CAA,4PHH,2UK,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
873,COVAPIE_CYS_SG_EVENT_V1:4PI3:A:CYS:25-:SG:C:2V5:C22,4PI3,2V5,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
874,COVAPIE_CYS_SG_EVENT_V1:4PI3:B:CYS:25-:SG:D:2V5:C22,4PI3,2V5,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
875,COVAPIE_CYS_SG_EVENT_V1:4PID:A:CYS:122-:SG:D:2UQ:C12,4PID,2UQ,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
876,COVAPIE_CYS_SG_EVENT_V1:4PIE:A:CYS:122-:SG:C:3FO:C32,4PIE,3FO,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
877,COVAPIE_CYS_SG_EVENT_V1:4PIQ:A:CYS:122-:SG:C:3FS:C24,4PIQ,3FS,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
878,COVAPIE_CYS_SG_EVENT_V1:4PIS:A:CYS:122-:SG:C:3FU:C31,4PIS,3FU,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
879,COVAPIE_CYS_SG_EVENT_V1:4PNC:A:CYS:59-:SG:B:7NP:CAN,4PNC,7NP,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_C6D111D675520A58,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
880,COVAPIE_CYS_SG_EVENT_V1:4PZY:A:CYS:70-:SG:G:2XR:CAH,4PZY,2XR,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
881,COVAPIE_CYS_SG_EVENT_V1:4PZY:B:CYS:70-:SG:H:2XR:CAH,4PZY,2XR,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
882,COVAPIE_CYS_SG_EVENT_V1:4PZZ:A:CYS:39-:SG:D:2XO:SAH,4PZZ,2XO,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BE479F387D2FDA94,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
883,COVAPIE_CYS_SG_EVENT_V1:4Q01:A:CYS:39-:SG:E:2XH:SAH,4Q01,2XH,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
884,COVAPIE_CYS_SG_EVENT_V1:4Q01:B:CYS:39-:SG:H:2XH:SAH,4Q01,2XH,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
885,COVAPIE_CYS_SG_EVENT_V1:4Q02:A:CYS:39-:SG:D:2XG:SAG,4Q02,2XG,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
886,COVAPIE_CYS_SG_EVENT_V1:4Q95:A:CYS:125-:SG:C:SHV:C1,4Q95,SHV,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
887,COVAPIE_CYS_SG_EVENT_V1:4Q95:B:CYS:125-:SG:D:SHV:C1,4Q95,SHV,true,true,true,false,true,true,true,true,true,true,false,QUARANTINE_REPRESENTATION_GAP,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
888,COVAPIE_CYS_SG_EVENT_V1:4QBB:A:CYS:51-:SG:E:E69:C1,4QBB,E69,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
889,COVAPIE_CYS_SG_EVENT_V1:4QBB:B:CYS:51-:SG:F:E69:C1,4QBB,E69,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
890,COVAPIE_CYS_SG_EVENT_V1:4QBB:C:CYS:51-:SG:G:E69:C1,4QBB,E69,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
891,COVAPIE_CYS_SG_EVENT_V1:4QH6:A:CYS:25-:SG:F:33L:CAM,4QH6,33L,true,true,true,false,true,true,true,true,true,false,false,LEAKAGE_EXISTING_GROUP_CONFLICT,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
892,COVAPIE_CYS_SG_EVENT_V1:4QKX:A:CYS:1093-:SG:E:35V:SAE,4QKX,35V,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_307957C37B074C01,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
893,COVAPIE_CYS_SG_EVENT_V1:4QPS:A:CYS:909-:SG:C:37Q:C1,4QPS,37Q,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_DC71363A205F424E,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
894,COVAPIE_CYS_SG_EVENT_V1:4QQ5:A:CYS:482-:SG:B:37O:C46,4QQ5,37O,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
895,COVAPIE_CYS_SG_EVENT_V1:4QQC:A:CYS:477-:SG:B:37O:C46,4QQC,37O,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
896,COVAPIE_CYS_SG_EVENT_V1:4QR7:A:CYS:354-:SG:C:DWZ:CAA,4QR7,DWZ,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
897,COVAPIE_CYS_SG_EVENT_V1:4QTF:A:CYS:354-:SG:C:3V5:CAT,4QTF,3V5,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
898,COVAPIE_CYS_SG_EVENT_V1:4R0O:A:CYS:45-:SG:F:LCY:C1,4R0O,LCY,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BA488AF51EDD8ED6,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
899,COVAPIE_CYS_SG_EVENT_V1:4R0O:B:CYS:45-:SG:H:LCY:C1,4R0O,LCY,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BA488AF51EDD8ED6,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
900,COVAPIE_CYS_SG_EVENT_V1:4R0O:C:CYS:45-:SG:J:LCY:C1,4R0O,LCY,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BA488AF51EDD8ED6,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
901,COVAPIE_CYS_SG_EVENT_V1:4R0O:D:CYS:45-:SG:L:LCY:C1,4R0O,LCY,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BA488AF51EDD8ED6,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
902,COVAPIE_CYS_SG_EVENT_V1:4R5S:A:CYS:797-:SG:B:FI3:CAV,4R5S,FI3,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
903,COVAPIE_CYS_SG_EVENT_V1:4R6V:A:CYS:477-:SG:B:FI3:CAV,4R6V,FI3,true,false,false,false,false,false,false,false,false,false,false,STRUCTURAL_EVIDENCE_INCOMPLETE,false,,NOT_IN_HUMAN_REVIEW_POPULATION,false,,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,false,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
904,COVAPIE_CYS_SG_EVENT_V1:4R7U:A:CYS:116-:SG:F:FFQ:C1,4R7U,FFQ,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/FFQ_COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D/formal-human-decision-v1/ffq_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,true,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",true,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
905,COVAPIE_CYS_SG_EVENT_V1:4R7U:B:CYS:116-:SG:J:FFQ:C1,4R7U,FFQ,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/FFQ_COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D/formal-human-decision-v1/ffq_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,true,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",true,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
906,COVAPIE_CYS_SG_EVENT_V1:4R7U:C:CYS:116-:SG:M:FFQ:C1,4R7U,FFQ,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/FFQ_COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D/formal-human-decision-v1/ffq_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,true,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",true,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
907,COVAPIE_CYS_SG_EVENT_V1:4R7U:D:CYS:116-:SG:Q:FFQ:C1,4R7U,FFQ,true,true,true,false,true,true,true,true,true,false,false,COMPLETED_HUMAN_POSITIVE,true,COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D,COMPLETED_HUMAN_POSITIVE,true,covapie-state/manual-review-aids/cumulative1000-high-yield-calibration-v1/FFQ_COVAPIE_BULK_REVIEW_UNIT_431D2725ADFC9E9D/formal-human-decision-v1/ffq_formal_human_decision_v1.json,POSITIVE,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,RELEVANT,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,EXCLUDE_FROM_TRAINING_ONLY,true,true,true,true,true,DIRECT_ATTACHMENT_OPTIONAL_LINKER_V1,true,"[0,3,4]",true,false,false,false,false,false,false,,false,false,false,data/derived/covalent_small/covapie_ffq_completed_decision_ingestion_and_task_label_availability_v1/covapie_ffq_event_task_label_availability_v1.csv,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
908,COVAPIE_CYS_SG_EVENT_V1:4RBM:A:CYS:477-:SG:R:CKC:CAK,4RBM,CKC,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_129302097024409B,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
909,COVAPIE_CYS_SG_EVENT_V1:4V37:A:CYS:450-:SG:F:0D8:C8,4V37,0D8,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BF1809E89D22D405,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
910,COVAPIE_CYS_SG_EVENT_V1:4V37:B:CYS:450-:SG:K:0D8:C8,4V37,0D8,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BF1809E89D22D405,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
911,COVAPIE_CYS_SG_EVENT_V1:4V37:C:CYS:450-:SG:P:0D8:C8,4V37,0D8,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BF1809E89D22D405,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
912,COVAPIE_CYS_SG_EVENT_V1:4V37:D:CYS:450-:SG:V:0D8:C8,4V37,0D8,true,true,true,false,true,true,true,true,true,false,false,CURRENTLY_UNREVIEWED,true,COVAPIE_BULK_REVIEW_UNIT_BF1809E89D22D405,CURRENTLY_UNREVIEWED,false,data/derived/covalent_small/covapie_bulk_cys_sg_model_usable_auto_admission_scaleup_v1/covapie_bulk_cys_sg_priority_human_review_queue_v1.csv,UNRESOLVED,,UNRESOLVED,,UNRESOLVED,false,true,false,false,false,NOT_ESTABLISHED,false,null,false,false,false,false,false,false,false,,false,false,,,FEATURE_SEMANTICS_AUDIT_REQUIRED_LATER
