scaleup_rank,canonical_event_id,selection_priority_pass,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,source_dataset_count,source_record_count,source_datasets_json,source_record_ids_json
677,COVAPIE_CYS_SG_EVENT_V1:4CM5:D:CYS:168-:SG:L:NWJ:CAV,MULTI_SOURCE_PROVENANCE,4CM5,D,,CYS,168,SG,NWJ,L,CAV,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001054"",""SOURCE_COVPDB:CovPDB_complexes/4cm5/4cm5.pdb#LINK00896"",""SOURCE_RCSB_PDB_DIRECT:4CM5:covale4""]"
678,COVAPIE_CYS_SG_EVENT_V1:4CYG:A:CYS:211-:SG:D:RRV:C12,MULTI_SOURCE_PROVENANCE,4CYG,A,,CYS,211,SG,RRV,D,C12,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003328"",""SOURCE_COVPDB:CovPDB_complexes/4cyg/4cyg.pdb#LINK00676"",""SOURCE_RCSB_PDB_DIRECT:4CYG:covale3""]"
679,COVAPIE_CYS_SG_EVENT_V1:4CYG:B:CYS:211-:SG:J:RRV:C12,MULTI_SOURCE_PROVENANCE,4CYG,B,,CYS,211,SG,RRV,J,C12,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003329"",""SOURCE_COVPDB:CovPDB_complexes/4cyg/4cyg.pdb#LINK00680"",""SOURCE_RCSB_PDB_DIRECT:4CYG:covale7""]"
680,COVAPIE_CYS_SG_EVENT_V1:4D8E:A:CYS:192-:SG:B:E64:C2,MULTI_SOURCE_PROVENANCE,4D8E,A,,CYS,192,SG,E64,B,C2,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003865"",""SOURCE_COVPDB:CovPDB_complexes/4d8e/4d8e.pdb#LINK00525"",""SOURCE_RCSB_PDB_DIRECT:4D8E:covale1""]"
681,COVAPIE_CYS_SG_EVENT_V1:4D9U:A:CYS:436-:SG:B:0JH:C11,MULTI_SOURCE_PROVENANCE,4D9U,A,,CYS,436,SG,0JH,B,C11,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001502"",""SOURCE_COVPDB:CovPDB_complexes/4d9u/4d9u.pdb#LINK00564"",""SOURCE_RCSB_PDB_DIRECT:4D9U:covale1""]"
682,COVAPIE_CYS_SG_EVENT_V1:4DMX:A:CYS:25-:SG:B:0LB:C28,MULTI_SOURCE_PROVENANCE,4DMX,A,,CYS,25,SG,0LB,B,C28,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000146"",""SOURCE_COVPDB:CovPDB_complexes/4dmx/4dmx.pdb#LINK00409"",""SOURCE_RCSB_PDB_DIRECT:4DMX:covale1""]"
683,COVAPIE_CYS_SG_EVENT_V1:4DMY:A:CYS:25-:SG:C:0LC:C29,MULTI_SOURCE_PROVENANCE,4DMY,A,,CYS,25,SG,0LC,C,C29,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000145"",""SOURCE_COVPDB:CovPDB_complexes/4dmy/4dmy.pdb#LINK00461"",""SOURCE_RCSB_PDB_DIRECT:4DMY:covale1""]"
684,COVAPIE_CYS_SG_EVENT_V1:4DMY:B:CYS:25-:SG:F:0LC:C29,MULTI_SOURCE_PROVENANCE,4DMY,B,,CYS,25,SG,0LC,F,C29,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000144"",""SOURCE_COVPDB:CovPDB_complexes/4dmy/4dmy.pdb#LINK00460"",""SOURCE_RCSB_PDB_DIRECT:4DMY:covale2""]"
685,COVAPIE_CYS_SG_EVENT_V1:4EF8:A:CYS:150-:SG:D:0FI:C4,MULTI_SOURCE_PROVENANCE,4EF8,A,,CYS,150,SG,0FI,D,C4,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4ef8/4ef8.pdb#LINK00646"",""SOURCE_RCSB_PDB_DIRECT:4EF8:covale1""]"
686,COVAPIE_CYS_SG_EVENT_V1:4EF8:B:CYS:150-:SG:H:0FI:C4,MULTI_SOURCE_PROVENANCE,4EF8,B,,CYS,150,SG,0FI,H,C4,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4ef8/4ef8.pdb#LINK00647"",""SOURCE_RCSB_PDB_DIRECT:4EF8:covale2""]"
687,COVAPIE_CYS_SG_EVENT_V1:4EF9:A:CYS:150-:SG:C:4NF:C4,MULTI_SOURCE_PROVENANCE,4EF9,A,,CYS,150,SG,4NF,C,C4,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4ef9/4ef9.pdb#LINK00676"",""SOURCE_RCSB_PDB_DIRECT:4EF9:covale1""]"
688,COVAPIE_CYS_SG_EVENT_V1:4EF9:B:CYS:150-:SG:K:4NF:C4,MULTI_SOURCE_PROVENANCE,4EF9,B,,CYS,150,SG,4NF,K,C4,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4ef9/4ef9.pdb#LINK00677"",""SOURCE_RCSB_PDB_DIRECT:4EF9:covale2""]"
689,COVAPIE_CYS_SG_EVENT_V1:4ETP:B:CYS:355-:SG:J:EBC:C1,MULTI_SOURCE_PROVENANCE,4ETP,B,,CYS,355,SG,EBC,J,C1,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001526"",""SOURCE_COVPDB:CovPDB_complexes/4etp/4etp.pdb#LINK00761"",""SOURCE_RCSB_PDB_DIRECT:4ETP:covale1""]"
690,COVAPIE_CYS_SG_EVENT_V1:4ETP:B:CYS:423-:SG:J:EBC:C8,MULTI_SOURCE_PROVENANCE,4ETP,B,,CYS,423,SG,EBC,J,C8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001527"",""SOURCE_COVPDB:CovPDB_complexes/4etp/4etp.pdb#LINK00762"",""SOURCE_RCSB_PDB_DIRECT:4ETP:covale2""]"
691,COVAPIE_CYS_SG_EVENT_V1:4F8B:B:CYS:55-:SG:F:GD1:C77,MULTI_SOURCE_PROVENANCE,4F8B,B,,CYS,55,SG,GD1,F,C77,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4f8b/4f8b.pdb#LINK00664"",""SOURCE_RCSB_PDB_DIRECT:4F8B:covale1""]"
692,COVAPIE_CYS_SG_EVENT_V1:4F8B:C:CYS:55-:SG:I:GD1:C77,MULTI_SOURCE_PROVENANCE,4F8B,C,,CYS,55,SG,GD1,I,C77,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4f8b/4f8b.pdb#LINK00666"",""SOURCE_RCSB_PDB_DIRECT:4F8B:covale2""]"
693,COVAPIE_CYS_SG_EVENT_V1:4F8B:D:CYS:55-:SG:K:GD1:C77,MULTI_SOURCE_PROVENANCE,4F8B,D,,CYS,55,SG,GD1,K,C77,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4f8b/4f8b.pdb#LINK00665"",""SOURCE_RCSB_PDB_DIRECT:4F8B:covale3""]"
694,COVAPIE_CYS_SG_EVENT_V1:4F8B:E:CYS:55-:SG:N:GD1:C77,MULTI_SOURCE_PROVENANCE,4F8B,E,,CYS,55,SG,GD1,N,C77,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4f8b/4f8b.pdb#LINK00667"",""SOURCE_RCSB_PDB_DIRECT:4F8B:covale4""]"
695,COVAPIE_CYS_SG_EVENT_V1:4FDN:A:CYS:387-:SG:C:0T4:N8,MULTI_SOURCE_PROVENANCE,4FDN,A,,CYS,387,SG,0T4,C,N8,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000498"",""SOURCE_COVPDB:CovPDB_complexes/4fdn/4fdn.pdb#LINK00498"",""SOURCE_RCSB_PDB_DIRECT:4FDN:covale1""]"
696,COVAPIE_CYS_SG_EVENT_V1:4FF6:A:CYS:387-:SG:D:0T4:N8,MULTI_SOURCE_PROVENANCE,4FF6,A,,CYS,387,SG,0T4,D,N8,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002944"",""SOURCE_RCSB_PDB_DIRECT:4FF6:covale1""]"
697,COVAPIE_CYS_SG_EVENT_V1:4FQF:A:CYS:302-:SG:E:2NO:N,MULTI_SOURCE_PROVENANCE,4FQF,A,,CYS,302,SG,2NO,E,N,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000558"",""SOURCE_RCSB_PDB_DIRECT:4FQF:covale1""]"
698,COVAPIE_CYS_SG_EVENT_V1:4FQF:B:CYS:302-:SG:L:2NO:N,MULTI_SOURCE_PROVENANCE,4FQF,B,,CYS,302,SG,2NO,L,N,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000561"",""SOURCE_RCSB_PDB_DIRECT:4FQF:covale2""]"
699,COVAPIE_CYS_SG_EVENT_V1:4FQF:C:CYS:302-:SG:Q:2NO:N,MULTI_SOURCE_PROVENANCE,4FQF,C,,CYS,302,SG,2NO,Q,N,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000559"",""SOURCE_RCSB_PDB_DIRECT:4FQF:covale3""]"
700,COVAPIE_CYS_SG_EVENT_V1:4FQF:D:CYS:302-:SG:V:2NO:N,MULTI_SOURCE_PROVENANCE,4FQF,D,,CYS,302,SG,2NO,V,N,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000560"",""SOURCE_RCSB_PDB_DIRECT:4FQF:covale4""]"
701,COVAPIE_CYS_SG_EVENT_V1:4G37:A:CYS:108-:SG:D:XLX:C3,MULTI_SOURCE_PROVENANCE,4G37,A,,CYS,108,SG,XLX,D,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001231"",""SOURCE_RCSB_PDB_DIRECT:4G37:covale1""]"
702,COVAPIE_CYS_SG_EVENT_V1:4G37:A:CYS:447-:SG:D:XLX:C11,MULTI_SOURCE_PROVENANCE,4G37,A,,CYS,447,SG,XLX,D,C11,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001229"",""SOURCE_RCSB_PDB_DIRECT:4G37:covale2""]"
703,COVAPIE_CYS_SG_EVENT_V1:4G37:B:CYS:108-:SG:H:XLX:C3,MULTI_SOURCE_PROVENANCE,4G37,B,,CYS,108,SG,XLX,H,C3,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001232"",""SOURCE_RCSB_PDB_DIRECT:4G37:covale3""]"
704,COVAPIE_CYS_SG_EVENT_V1:4G37:B:CYS:447-:SG:H:XLX:C11,MULTI_SOURCE_PROVENANCE,4G37,B,,CYS,447,SG,XLX,H,C11,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001230"",""SOURCE_RCSB_PDB_DIRECT:4G37:covale4""]"
705,COVAPIE_CYS_SG_EVENT_V1:4G5J:A:CYS:797-:SG:B:0WN:C30,MULTI_SOURCE_PROVENANCE,4G5J,A,,CYS,797,SG,0WN,B,C30,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003686"",""SOURCE_RCSB_PDB_DIRECT:4G5J:covale1""]"
706,COVAPIE_CYS_SG_EVENT_V1:4G5P:A:CYS:797-:SG:C:0WN:C30,MULTI_SOURCE_PROVENANCE,4G5P,A,,CYS,797,SG,0WN,C,C30,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003683"",""SOURCE_RCSB_PDB_DIRECT:4G5P:covale1""]"
707,COVAPIE_CYS_SG_EVENT_V1:4GEV:A:CYS:146-:SG:C:UMC:C6,MULTI_SOURCE_PROVENANCE,4GEV,A,,CYS,146,SG,UMC,C,C6,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4gev/4gev.pdb#LINK00476"",""SOURCE_RCSB_PDB_DIRECT:4GEV:covale2""]"
708,COVAPIE_CYS_SG_EVENT_V1:4GEV:B:CYS:146-:SG:E:UMC:C6,MULTI_SOURCE_PROVENANCE,4GEV,B,,CYS,146,SG,UMC,E,C6,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4gev/4gev.pdb#LINK00477"",""SOURCE_RCSB_PDB_DIRECT:4GEV:covale4""]"
709,COVAPIE_CYS_SG_EVENT_V1:4GHT:A:CYS:147-:SG:C:AG7:C19,MULTI_SOURCE_PROVENANCE,4GHT,A,,CYS,147,SG,AG7,C,C19,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004723"",""SOURCE_COVPDB:CovPDB_complexes/4ght/4ght.pdb#LINK00486"",""SOURCE_RCSB_PDB_DIRECT:4GHT:covale1""]"
710,COVAPIE_CYS_SG_EVENT_V1:4GHT:B:CYS:147-:SG:D:AG7:C19,MULTI_SOURCE_PROVENANCE,4GHT,B,,CYS,147,SG,AG7,D,C19,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004724"",""SOURCE_COVPDB:CovPDB_complexes/4ght/4ght.pdb#LINK00487"",""SOURCE_RCSB_PDB_DIRECT:4GHT:covale2""]"
711,COVAPIE_CYS_SG_EVENT_V1:4GMX:C:CYS:539-:SG:G:K85:C3,MULTI_SOURCE_PROVENANCE,4GMX,C,,CYS,539,SG,K85,G,C3,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004637"",""SOURCE_COVPDB:CovPDB_complexes/4gmx/4gmx.pdb#LINK00830"",""SOURCE_RCSB_PDB_DIRECT:4GMX:covale1""]"
712,COVAPIE_CYS_SG_EVENT_V1:4GPT:C:CYS:539-:SG:H:51K:C7,MULTI_SOURCE_PROVENANCE,4GPT,C,,CYS,539,SG,51K,H,C7,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004886"",""SOURCE_COVPDB:CovPDB_complexes/4gpt/4gpt.pdb#LINK00847"",""SOURCE_RCSB_PDB_DIRECT:4GPT:covale1""]"
713,COVAPIE_CYS_SG_EVENT_V1:4GS6:A:CYS:174-:SG:L:1FM:C42,MULTI_SOURCE_PROVENANCE,4GS6,A,,CYS,174,SG,1FM,L,C42,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002081"",""SOURCE_COVPDB:CovPDB_complexes/4gs6/4gs6.pdb#LINK00460"",""SOURCE_RCSB_PDB_DIRECT:4GS6:covale1""]"
714,COVAPIE_CYS_SG_EVENT_V1:4GYL:A:CYS:166-:SG:B:ROP:CA,MULTI_SOURCE_PROVENANCE,4GYL,A,,CYS,166,SG,ROP,B,CA,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR002392"",""SOURCE_RCSB_PDB_DIRECT:4GYL:covale1""]"
715,COVAPIE_CYS_SG_EVENT_V1:4HAT:C:CYS:539-:SG:G:LMB:C3,MULTI_SOURCE_PROVENANCE,4HAT,C,,CYS,539,SG,LMB,G,C3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hat/4hat.pdb#LINK00788"",""SOURCE_RCSB_PDB_DIRECT:4HAT:covale1""]"
716,COVAPIE_CYS_SG_EVENT_V1:4HAU:C:CYS:539-:SG:H:RJA:C3,MULTI_SOURCE_PROVENANCE,4HAU,C,,CYS,539,SG,RJA,H,C3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hau/4hau.pdb#LINK00784"",""SOURCE_RCSB_PDB_DIRECT:4HAU:covale1""]"
717,COVAPIE_CYS_SG_EVENT_V1:4HAV:C:CYS:539-:SG:G:AA8:C3,MULTI_SOURCE_PROVENANCE,4HAV,C,,CYS,539,SG,AA8,G,C3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hav/4hav.pdb#LINK00756"",""SOURCE_RCSB_PDB_DIRECT:4HAV:covale1""]"
718,COVAPIE_CYS_SG_EVENT_V1:4HAW:C:CYS:539-:SG:H:LMB:C3,MULTI_SOURCE_PROVENANCE,4HAW,C,,CYS,539,SG,LMB,H,C3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4haw/4haw.pdb#LINK00811"",""SOURCE_RCSB_PDB_DIRECT:4HAW:covale1""]"
719,COVAPIE_CYS_SG_EVENT_V1:4HAY:C:CYS:539-:SG:G:LMB:C3,MULTI_SOURCE_PROVENANCE,4HAY,C,,CYS,539,SG,LMB,G,C3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hay/4hay.pdb#LINK00781"",""SOURCE_RCSB_PDB_DIRECT:4HAY:covale1""]"
720,COVAPIE_CYS_SG_EVENT_V1:4HAZ:C:CYS:539-:SG:G:LBF:C3,MULTI_SOURCE_PROVENANCE,4HAZ,C,,CYS,539,SG,LBF,G,C3,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4haz/4haz.pdb#LINK00748"",""SOURCE_RCSB_PDB_DIRECT:4HAZ:covale1""]"
721,COVAPIE_CYS_SG_EVENT_V1:4HB0:C:CYS:539-:SG:F:LBF:C3,MULTI_SOURCE_PROVENANCE,4HB0,C,,CYS,539,SG,LBF,F,C3,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003230"",""SOURCE_COVPDB:CovPDB_complexes/4hb0/4hb0.pdb#LINK00797"",""SOURCE_RCSB_PDB_DIRECT:4HB0:covale1""]"
722,COVAPIE_CYS_SG_EVENT_V1:4HB4:C:CYS:539-:SG:G:LMB:C3,MULTI_SOURCE_PROVENANCE,4HB4,C,,CYS,539,SG,LMB,G,C3,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003223"",""SOURCE_COVPDB:CovPDB_complexes/4hb4/4hb4.pdb#LINK00783"",""SOURCE_RCSB_PDB_DIRECT:4HB4:covale1""]"
723,COVAPIE_CYS_SG_EVENT_V1:4HCU:A:CYS:442-:SG:B:13L:C25,MULTI_SOURCE_PROVENANCE,4HCU,A,,CYS,442,SG,13L,B,C25,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000949"",""SOURCE_COVPDB:CovPDB_complexes/4hcu/4hcu.pdb#LINK00360"",""SOURCE_RCSB_PDB_DIRECT:4HCU:covale1""]"
724,COVAPIE_CYS_SG_EVENT_V1:4HCV:A:CYS:442-:SG:B:13J:C25,MULTI_SOURCE_PROVENANCE,4HCV,A,,CYS,442,SG,13J,B,C25,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000950"",""SOURCE_COVPDB:CovPDB_complexes/4hcv/4hcv.pdb#LINK00384"",""SOURCE_RCSB_PDB_DIRECT:4HCV:covale1""]"
725,COVAPIE_CYS_SG_EVENT_V1:4HG3:A:CYS:169-:SG:E:AKG:C5,MULTI_SOURCE_PROVENANCE,4HG3,A,,CYS,169,SG,AKG,E,C5,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg3/4hg3.pdb#LINK01132"",""SOURCE_RCSB_PDB_DIRECT:4HG3:covale1""]"
726,COVAPIE_CYS_SG_EVENT_V1:4HG3:B:CYS:169-:SG:O:AKG:C5,MULTI_SOURCE_PROVENANCE,4HG3,B,,CYS,169,SG,AKG,O,C5,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg3/4hg3.pdb#LINK01133"",""SOURCE_RCSB_PDB_DIRECT:4HG3:covale2""]"
727,COVAPIE_CYS_SG_EVENT_V1:4HG3:C:CYS:169-:SG:W:AKG:C5,MULTI_SOURCE_PROVENANCE,4HG3,C,,CYS,169,SG,AKG,W,C5,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg3/4hg3.pdb#LINK01134"",""SOURCE_RCSB_PDB_DIRECT:4HG3:covale3""]"
728,COVAPIE_CYS_SG_EVENT_V1:4HG3:D:CYS:169-:SG:BA:AKG:C5,MULTI_SOURCE_PROVENANCE,4HG3,D,,CYS,169,SG,AKG,BA,C5,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg3/4hg3.pdb#LINK01135"",""SOURCE_RCSB_PDB_DIRECT:4HG3:covale4""]"
729,COVAPIE_CYS_SG_EVENT_V1:4HG5:A:CYS:169-:SG:E:OAA:C1,MULTI_SOURCE_PROVENANCE,4HG5,A,,CYS,169,SG,OAA,E,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg5/4hg5.pdb#LINK01062"",""SOURCE_RCSB_PDB_DIRECT:4HG5:covale1""]"
730,COVAPIE_CYS_SG_EVENT_V1:4HG5:B:CYS:169-:SG:J:OAA:C1,MULTI_SOURCE_PROVENANCE,4HG5,B,,CYS,169,SG,OAA,J,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg5/4hg5.pdb#LINK01063"",""SOURCE_RCSB_PDB_DIRECT:4HG5:covale2""]"
731,COVAPIE_CYS_SG_EVENT_V1:4HG5:C:CYS:169-:SG:O:OAA:C1,MULTI_SOURCE_PROVENANCE,4HG5,C,,CYS,169,SG,OAA,O,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg5/4hg5.pdb#LINK01064"",""SOURCE_RCSB_PDB_DIRECT:4HG5:covale3""]"
732,COVAPIE_CYS_SG_EVENT_V1:4HG5:D:CYS:169-:SG:R:OAA:C1,MULTI_SOURCE_PROVENANCE,4HG5,D,,CYS,169,SG,OAA,R,C1,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/4hg5/4hg5.pdb#LINK01065"",""SOURCE_RCSB_PDB_DIRECT:4HG5:covale4""]"
733,COVAPIE_CYS_SG_EVENT_V1:4HQM:A:CYS:5-:SG:C:17Z:C8,MULTI_SOURCE_PROVENANCE,4HQM,A,,CYS,5,SG,17Z,C,C8,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001400"",""SOURCE_RCSB_PDB_DIRECT:4HQM:covale1""]"
734,COVAPIE_CYS_SG_EVENT_V1:4HQM:B:CYS:5-:SG:D:17Z:C8,MULTI_SOURCE_PROVENANCE,4HQM,B,,CYS,5,SG,17Z,D,C8,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001401"",""SOURCE_RCSB_PDB_DIRECT:4HQM:covale2""]"
735,COVAPIE_CYS_SG_EVENT_V1:4I24:A:CYS:797-:SG:C:1C9:C23,MULTI_SOURCE_PROVENANCE,4I24,A,,CYS,797,SG,1C9,C,C23,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001589"",""SOURCE_COVPDB:CovPDB_complexes/4i24/4i24.pdb#LINK00495"",""SOURCE_RCSB_PDB_DIRECT:4I24:covale1""]"
736,COVAPIE_CYS_SG_EVENT_V1:4I24:B:CYS:797-:SG:D:1C9:C23,MULTI_SOURCE_PROVENANCE,4I24,B,,CYS,797,SG,1C9,D,C23,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001588"",""SOURCE_COVPDB:CovPDB_complexes/4i24/4i24.pdb#LINK00494"",""SOURCE_RCSB_PDB_DIRECT:4I24:covale2""]"
