priority_rank,review_unit_id,event_count,potential_event_yield_per_unit,canonical_event_ids_json,pdb_ids_json,ligand_component_ids_json,full_coordinate_event_count,exact_reactive_pair_event_count,CCD_graph_complete_event_count,POST_geometry_available_event_count,shadow_exact_component_event_count,representation_blocked_event_count,leakage_conflict_event_count,priority_score,priority_reason,human_decision_created
1,COVAPIE_BULK_REVIEW_UNIT_6A4D564E712634EB,16,16,"[""COVAPIE_CYS_SG_EVENT_V1:4I3U:A:CYS:291-:SG:I:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:B:CYS:291-:SG:J:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:C:CYS:291-:SG:K:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:D:CYS:291-:SG:L:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:E:CYS:291-:SG:M:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:F:CYS:291-:SG:N:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:G:CYS:291-:SG:O:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3U:H:CYS:291-:SG:P:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:A:CYS:291-:SG:J:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:B:CYS:291-:SG:L:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:C:CYS:291-:SG:N:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:D:CYS:291-:SG:P:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:E:CYS:291-:SG:R:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:F:CYS:291-:SG:T:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:G:CYS:291-:SG:V:POA:C2"",""COVAPIE_CYS_SG_EVENT_V1:4I3V:H:CYS:291-:SG:W:POA:C2""]","[""4I3U"",""4I3V""]","[""POA""]",16,16,16,16,0,0,0,16177760,EVENT_YIELD=16;FULL_COORDINATES=16;EXACT_PAIR=16;CCD_GRAPH=16;POST=16;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
117,COVAPIE_BULK_REVIEW_UNIT_A3782D89BDEF47C1,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:2Y92:A:CYS:157-:SG:B:DTT:S1""]","[""2Y92""]","[""DTT""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
118,COVAPIE_BULK_REVIEW_UNIT_A49155DC51E78D3B,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:2YNB:B:CYS:148-:SG:E:G85:C63""]","[""2YNB""]","[""G85""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
119,COVAPIE_BULK_REVIEW_UNIT_A92A7A2291EA5E7E,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4I9B:A:CYS:295-:SG:G:1KA:C1""]","[""4I9B""]","[""1KA""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
120,COVAPIE_BULK_REVIEW_UNIT_AAA86FEED2AFE2E6,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4HAV:C:CYS:539-:SG:G:AA8:C3""]","[""4HAV""]","[""AA8""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
121,COVAPIE_BULK_REVIEW_UNIT_B741810967D3C99C,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4D9U:A:CYS:436-:SG:B:0JH:C11""]","[""4D9U""]","[""0JH""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
122,COVAPIE_BULK_REVIEW_UNIT_B93FBAAE3AAE0054,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:3OTU:A:CYS:148-:SG:B:J30:SD""]","[""3OTU""]","[""J30""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
123,COVAPIE_BULK_REVIEW_UNIT_B94F674E372C01E2,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4JG7:A:CYS:436-:SG:B:1LC:C06""]","[""4JG7""]","[""1LC""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
124,COVAPIE_BULK_REVIEW_UNIT_BE479F387D2FDA94,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4PZZ:A:CYS:39-:SG:D:2XO:SAH""]","[""4PZZ""]","[""2XO""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
125,COVAPIE_BULK_REVIEW_UNIT_C2CF563B5AA6CD83,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4JG8:A:CYS:436-:SG:B:1LE:C12""]","[""4JG8""]","[""1LE""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
126,COVAPIE_BULK_REVIEW_UNIT_C3B618BB049D3C11,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:3QVZ:D:CYS:82-:SG:N:ME7:CAF""]","[""3QVZ""]","[""ME7""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
127,COVAPIE_BULK_REVIEW_UNIT_C6D111D675520A58,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4PNC:A:CYS:59-:SG:B:7NP:CAN""]","[""4PNC""]","[""7NP""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
128,COVAPIE_BULK_REVIEW_UNIT_CB7ED5F9AB19F5BC,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4HB4:C:CYS:539-:SG:G:LMB:C3""]","[""4HB4""]","[""LMB""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
129,COVAPIE_BULK_REVIEW_UNIT_DC71363A205F424E,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4QPS:A:CYS:909-:SG:C:37Q:C1""]","[""4QPS""]","[""37Q""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
130,COVAPIE_BULK_REVIEW_UNIT_F696D0EAB53E5FAA,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:4GPT:C:CYS:539-:SG:H:51K:C7""]","[""4GPT""]","[""51K""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
131,COVAPIE_BULK_REVIEW_UNIT_FDB85D5F243B76AA,1,1,"[""COVAPIE_CYS_SG_EVENT_V1:1PY0:A:CYS:54-:SG:E:YMA:S2""]","[""1PY0""]","[""YMA""]",1,1,1,1,0,0,0,1011110,EVENT_YIELD=1;FULL_COORDINATES=1;EXACT_PAIR=1;CCD_GRAPH=1;POST=1;SHADOW_EXACT_COMPONENT=0;NO_NAME_OR_GUESSED_BIOLOGY_PRIORITY,false
