occurrence_order,semantic_subject,field_or_term_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,admit_013_relevance,occurrence_passed
7238,policy_context,sha256_format_contract,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7239,integrity_or_transport_semantics,content_length,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7240,exact4_download_result_field,download_result_status,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7241,exact4_download_result_field,observed_http_status,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7242,exact4_download_result_field,observed_content_length_bytes,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7243,integrity_or_transport_semantics,content_length,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7244,exact4_download_result_field,observed_sha256,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7245,rule_identity,ADMIT_013,docs/covapie_bulk_download_admission_admit_012_unified_adapter_contract_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7246,integrity_or_transport_semantics,integrity,docs/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7247,integrity_or_transport_semantics,integrity,docs/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7248,integrity_or_transport_semantics,integrity,docs/covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7249,integrity_or_transport_semantics,integrity,docs/covapie_bulk_download_admission_covalent_residue_locator_real_raw_source_precondition_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7250,rule_identity,ADMIT_013,docs/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_012_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7251,rule_identity,ADMIT_013,docs/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_012_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7252,rule_identity,ADMIT_013,docs/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_012_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7253,rule_identity,ADMIT_013,docs/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_012_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7254,integrity_or_transport_semantics,checksum,docs/covapie_bulk_download_design_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7255,integrity_or_transport_semantics,checksum,docs/covapie_bulk_download_design_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7256,integrity_or_transport_semantics,integrity,docs/covapie_candidate_metadata_materialization_qa_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7257,integrity_or_transport_semantics,integrity,docs/covapie_candidate_metadata_materialization_qa_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7258,integrity_or_transport_semantics,integrity,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7259,exact4_download_result_field,download_result_status,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7260,exact4_download_result_field,observed_http_status,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7261,exact4_download_result_field,observed_content_length_bytes,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7262,exact4_download_result_field,observed_sha256,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7263,integrity_or_transport_semantics,content_length,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7264,integrity_or_transport_semantics,integrity,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7265,integrity_or_transport_semantics,integrity,docs/covapie_covpdb_raw_structure_event_annotation_qa_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7266,integrity_or_transport_semantics,integrity,docs/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7267,integrity_or_transport_semantics,integrity,docs/covapie_cys_sg_future_struct_conn_controlled_raw_acquisition_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7268,integrity_or_transport_semantics,integrity,docs/covapie_final_dataset_materialization_smoke_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7269,integrity_or_transport_semantics,integrity,docs/covapie_final_dataset_materialization_smoke_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7270,integrity_or_transport_semantics,integrity,docs/covapie_final_dataset_materialization_smoke_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7271,integrity_or_transport_semantics,integrity,docs/covapie_independent_group_expansion_acquisition_execution_smoke_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7272,integrity_or_transport_semantics,integrity,docs/covapie_sample_preparation_qa_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7273,integrity_or_transport_semantics,integrity,docs/covapie_sample_preparation_qa_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7274,integrity_or_transport_semantics,checksum,docs/real_covalent_multi_source_dataset_ingestion_design_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7275,integrity_or_transport_semantics,checksum,docs/real_covalent_multi_source_dataset_ingestion_design_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7276,integrity_or_transport_semantics,checksum,docs/real_covalent_pilot_download_dry_run_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7277,integrity_or_transport_semantics,integrity,docs/real_covalent_pilot_download_execution_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7278,integrity_or_transport_semantics,integrity,docs/real_covalent_pilot_download_execution_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7279,integrity_or_transport_semantics,integrity,docs/real_covalent_pilot_download_execution_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7280,integrity_or_transport_semantics,checksum,docs/real_covalent_pilot_download_execution_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7281,integrity_or_transport_semantics,integrity,docs/real_covalent_pilot_download_integrity_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7282,integrity_or_transport_semantics,integrity,docs/real_covalent_pilot_download_integrity_gate_v0_summary.md,documentation,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,documentation_only,not_ADMIT_013_semantic_authority,integrity_semantics_search_evidence,true
7283,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_004_generic_atom_identity_evidence_context_reconciliation_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7284,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7285,exact4_download_result_field,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7286,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7287,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7288,exact4_download_result_field,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7289,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,source_attestation_hash,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7290,exact4_download_result_field,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7291,exact4_download_result_field,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,shared_structural_contract_or_observed_value_reference,true
7292,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_004_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7293,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_005_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7294,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7295,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_006_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7296,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_006_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7297,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_006_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,source_attestation_hash,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7298,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7299,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7300,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7301,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7302,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7303,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7304,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7305,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7306,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7307,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7308,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7309,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7310,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7311,rule_identity,ADMIT_013,scripts/check_covapie_bulk_download_admission_admit_007_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,ADMIT_013_identity_or_context_evidence,true
7312,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_007_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,source_attestation_hash,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7313,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7314,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7315,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7316,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7317,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7318,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_rule_logic_interface_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7319,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_topology_restoration_disposition_enum_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7320,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_topology_restoration_disposition_enum_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7321,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_topology_restoration_disposition_enum_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7322,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_008_unified_adapter_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,source_attestation_hash,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7323,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_duplicate_identity_key_contract_design_gate_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7324,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7325,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
7326,comparison_authority,expected_sha256,scripts/check_covapie_bulk_download_admission_admit_009_formal_evaluator_interface_preconditions_audit_v1.py,checker,textual_or_structured_reference,referencing,not_claimed,not_claimed,no_direct_ADMIT_013_validation_claim,unrelated_text,not_ADMIT_013_semantic_authority,candidate_comparison_authority_but_not_assigned_to_ADMIT_013,true
