occurrence_order,field_name,relative_path,file_role,occurrence_kind,declaring_or_referencing,phase_claim,type_claim,validation_claim,source_authority_level,current_contract_effect,occurrence_passed
273,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
274,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
275,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
276,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_field_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
277,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
278,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
279,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
280,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
281,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
282,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
283,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
284,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integrated_rule_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
285,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
286,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
287,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
288,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_pdb_identifier_semantics_integration_gate_v1/covapie_pdb_identifier_integration_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
289,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
290,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
291,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
292,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_004_v1/covapie_admit_001_to_004_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
293,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
294,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
295,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
296,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_005_v1/covapie_admit_001_to_005_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
297,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
298,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
299,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
300,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_006_v1/covapie_admit_001_to_006_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
301,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
302,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
303,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
304,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_007_v1/covapie_admit_001_to_007_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
305,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
306,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
307,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
308,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_008_v1/covapie_admit_001_to_008_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
309,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
310,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
311,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
312,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_009_v1/covapie_admit_001_to_009_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
313,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1/covapie_admit_001_to_010_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
314,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1/covapie_admit_001_to_010_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
315,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1/covapie_admit_001_to_010_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
316,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_010_v1/covapie_admit_001_to_010_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
317,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1/covapie_admit_001_to_011_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
318,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1/covapie_admit_001_to_011_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
319,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1/covapie_admit_001_to_011_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
320,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_dispatch_runtime_with_admit_001_to_011_v1/covapie_admit_001_to_011_runtime_issue_inventory.csv,runtime_envelope,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
321,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_engine_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
322,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_engine_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
323,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_engine_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
324,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_engine_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
325,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
326,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
327,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
328,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
329,download_result_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
330,observed_http_status,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
331,observed_content_length_bytes,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
332,observed_sha256,data/derived/covalent_small/covapie_bulk_download_admission_unified_rule_engine_contract_design_gate_v1/covapie_unified_admission_evaluator_and_context_routing_matrix.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
333,download_result_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,candidate_schema,field_declaration,declaring,post_download,not_exactly_defined,reference_only,primary_committed_contract,field_identity_or_lifecycle_authority,true
334,observed_http_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,candidate_schema,field_declaration,declaring,post_download,not_exactly_defined,reference_only,primary_committed_contract,field_identity_or_lifecycle_authority,true
335,observed_content_length_bytes,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,candidate_schema,field_declaration,declaring,post_download,not_exactly_defined,reference_only,primary_committed_contract,field_identity_or_lifecycle_authority,true
336,observed_sha256,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1/covapie_bulk_download_admission_schema_contract.csv,candidate_schema,field_declaration,declaring,post_download,not_exactly_defined,reference_only,primary_committed_contract,field_identity_or_lifecycle_authority,true
337,download_result_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_evaluation_context_contract.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
338,download_result_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,derived_csv,field_declaration,declaring,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
339,observed_http_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,derived_csv,field_declaration,declaring,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
340,observed_content_length_bytes,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,derived_csv,field_declaration,declaring,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
341,observed_sha256,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_field_semantics_matrix.csv,derived_csv,field_declaration,declaring,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
342,observed_http_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
343,observed_content_length_bytes,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
344,observed_sha256,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
345,download_result_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_implementation_issue_inventory.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
346,download_result_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
347,observed_http_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
348,observed_content_length_bytes,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
349,observed_sha256,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
350,download_result_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
351,observed_http_status,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
352,observed_content_length_bytes,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
353,observed_sha256,data/derived/covalent_small/covapie_canonical_final_dataset_bulk_download_admission_implementation_precondition_gate_v1/covapie_bulk_download_admission_rule_executability_matrix.csv,derived_csv,field_reference,referencing,post_download,not_exactly_defined,incomplete,primary_committed_contract,field_identity_or_lifecycle_authority,true
354,observed_sha256,data/derived/covalent_small/covapie_final_dataset_qa_gate_v1/covapie_final_dataset_qa_v1_artifact_inventory_audit.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
355,observed_sha256,data/derived/covalent_small/covapie_independent_group_expansion_struct_conn_crosscheck_smoke_v0/covapie_struct_conn_raw_fingerprint_audit.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
356,observed_sha256,data/derived/covalent_small/covapie_metadata_source_inventory_gate_v0/covapie_metadata_inventory_scanned_artifact_audit.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
357,observed_sha256,data/derived/covalent_small/real_covalent_pilot_download_integrity_gate_v0/real_covalent_raw_file_integrity_table.csv,derived_csv,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
358,download_result_status,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,docs,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
359,observed_http_status,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,docs,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
360,observed_content_length_bytes,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,docs,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
361,observed_sha256,docs/covapie_canonical_final_dataset_bulk_download_admission_design_gate_v1_summary.md,docs,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
362,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
363,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
364,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
365,observed_sha256,scripts/check_covapie_bulk_download_admission_admit_004_residue_identity_atom_name_semantics_design_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
366,observed_sha256,scripts/check_covapie_bulk_download_admission_covalent_residue_insertion_present_value_grammar_design_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
367,observed_sha256,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_historical_raw_fingerprint_authority_consolidation_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
368,observed_sha256,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
369,observed_sha256,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
370,observed_sha256,scripts/check_covapie_bulk_download_admission_covalent_residue_locator_real_provider_sidecar_integration_gate_v1.py,checker,field_reference,referencing,unspecified_or_non_authoritative,not_exactly_defined,reference_only,historical_or_reference,non_promoted_reference,true
