scaleup_rank,tranche,selection_priority_pass,canonical_event_id,pdb_id,protein_label_asym_id,protein_auth_chain,protein_residue_name,protein_residue_number,protein_reactive_atom,ligand_component_id,ligand_instance,ligand_reactive_atom,canonical_source_dataset_count,source_record_provenance_count,source_datasets_json,source_provenance_identities_json,historical_pilot_processed,historical_bulk_structure_acquisition_status,historical_terminal_route,historical_terminal_reasons_json,current_123_two_rule_routing_population_overlap,structure_execution_status,task_domain_rule_evaluation_status
354,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2VV4:A:CYS:285-:SG:C:6OC:C8,2VV4,A,,CYS,285,SG,6OC,C,C8,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2vv4/2vv4.pdb#LINK00553"",""SOURCE_RCSB_PDB_DIRECT:2VV4:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
355,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2VV4:B:CYS:285-:SG:D:6OB:C10,2VV4,B,,CYS,285,SG,6OB,D,C10,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2vv4/2vv4.pdb#LINK00554"",""SOURCE_RCSB_PDB_DIRECT:2VV4:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
356,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2W93:B:CYS:221-:SG:L:PY0:C2,2W93,B,,CYS,221,SG,PY0,L,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001110"",""SOURCE_RCSB_PDB_DIRECT:2W93:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
357,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2W93:C:CYS:221-:SG:P:PY0:C2,2W93,C,,CYS,221,SG,PY0,P,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001111"",""SOURCE_RCSB_PDB_DIRECT:2W93:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
358,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2W93:D:CYS:221-:SG:T:PY0:C2,2W93,D,,CYS,221,SG,PY0,T,C2,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001112"",""SOURCE_RCSB_PDB_DIRECT:2W93:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
359,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2WVP:A:CYS:209-:SG:B:420:C1,2WVP,A,,CYS,209,SG,420,B,C1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004713"",""SOURCE_RCSB_PDB_DIRECT:2WVP:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
360,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XLQ:A:CYS:215-:SG:E:34H:C2,2XLQ,A,,CYS,215,SG,34H,E,C2,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001029"",""SOURCE_COVPDB:CovPDB_complexes/2xlq/2xlq.pdb#LINK00517"",""SOURCE_RCSB_PDB_DIRECT:2XLQ:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
361,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XM7:A:CYS:215-:SG:B:34H:C2,2XM7,A,,CYS,215,SG,34H,B,C2,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xm7/2xm7.pdb#LINK00544"",""SOURCE_RCSB_PDB_DIRECT:2XM7:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
362,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU1:A:CYS:25-:SG:E:424:C15,2XU1,A,,CYS,25,SG,424,E,C15,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu1/2xu1.pdb#LINK00618"",""SOURCE_RCSB_PDB_DIRECT:2XU1:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
363,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU1:B:CYS:25-:SG:F:424:C15,2XU1,B,,CYS,25,SG,424,F,C15,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu1/2xu1.pdb#LINK00619"",""SOURCE_RCSB_PDB_DIRECT:2XU1:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
364,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU1:C:CYS:25-:SG:G:424:C15,2XU1,C,,CYS,25,SG,424,G,C15,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu1/2xu1.pdb#LINK00620"",""SOURCE_RCSB_PDB_DIRECT:2XU1:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
365,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU1:D:CYS:25-:SG:H:424:C15,2XU1,D,,CYS,25,SG,424,H,C15,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu1/2xu1.pdb#LINK00621"",""SOURCE_RCSB_PDB_DIRECT:2XU1:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
366,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU3:A:CYS:25-:SG:B:XU3:C19,2XU3,A,,CYS,25,SG,XU3,B,C19,2,3,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu3/2xu3.pdb#LINK00393"",""SOURCE_COVPDB:CovPDB_complexes/2xu3/2xu3.pdb#LINK00394"",""SOURCE_RCSB_PDB_DIRECT:2XU3:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
367,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU4:A:CYS:25-:SG:B:DJT:C5,2XU4,A,,CYS,25,SG,DJT,B,C5,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu4/2xu4.pdb#LINK00398"",""SOURCE_RCSB_PDB_DIRECT:2XU4:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
368,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XU5:A:CYS:25-:SG:B:XU5:C5,2XU5,A,,CYS,25,SG,XU5,B,C5,2,2,"[""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVPDB:CovPDB_complexes/2xu5/2xu5.pdb#LINK00388"",""SOURCE_RCSB_PDB_DIRECT:2XU5:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
369,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XYG:A:CYS:163-:SG:C:TQ8:C22,2XYG,A,,CYS,163,SG,TQ8,C,C22,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003762"",""SOURCE_COVPDB:CovPDB_complexes/2xyg/2xyg.pdb#LINK00495"",""SOURCE_RCSB_PDB_DIRECT:2XYG:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
370,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XYH:A:CYS:163-:SG:C:TQ9:C91,2XYH,A,,CYS,163,SG,TQ9,C,C91,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR003757"",""SOURCE_COVPDB:CovPDB_complexes/2xyh/2xyh.pdb#LINK00475"",""SOURCE_RCSB_PDB_DIRECT:2XYH:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
371,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:A:CYS:53-:SG:K:ETM:SD,2XZ6,A,,CYS,53,SG,ETM,K,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001431"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
372,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:B:CYS:53-:SG:L:ETM:SD,2XZ6,B,,CYS,53,SG,ETM,L,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001432"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
373,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:C:CYS:53-:SG:M:ETM:SD,2XZ6,C,,CYS,53,SG,ETM,M,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001433"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale3""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
374,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:D:CYS:53-:SG:N:ETM:SD,2XZ6,D,,CYS,53,SG,ETM,N,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001434"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
375,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:E:CYS:53-:SG:O:ETM:SD,2XZ6,E,,CYS,53,SG,ETM,O,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001435"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale5""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
376,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:F:CYS:53-:SG:P:ETM:SD,2XZ6,F,,CYS,53,SG,ETM,P,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001436"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale6""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
377,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:G:CYS:53-:SG:Q:ETM:SD,2XZ6,G,,CYS,53,SG,ETM,Q,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001437"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale7""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
378,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:H:CYS:53-:SG:R:ETM:SD,2XZ6,H,,CYS,53,SG,ETM,R,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001438"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale8""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
379,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:I:CYS:53-:SG:S:ETM:SD,2XZ6,I,,CYS,53,SG,ETM,S,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001439"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale9""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
380,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2XZ6:J:CYS:53-:SG:T:ETM:SD,2XZ6,J,,CYS,53,SG,ETM,T,SD,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001440"",""SOURCE_RCSB_PDB_DIRECT:2XZ6:covale10""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
381,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2Y5Y:A:CYS:122-:SG:D:TGA:S15,2Y5Y,A,,CYS,122,SG,TGA,D,S15,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004169"",""SOURCE_RCSB_PDB_DIRECT:2Y5Y:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
382,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2Y5Y:B:CYS:122-:SG:F:TGA:S15,2Y5Y,B,,CYS,122,SG,TGA,F,S15,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR004170"",""SOURCE_RCSB_PDB_DIRECT:2Y5Y:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
383,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2Y92:A:CYS:157-:SG:B:DTT:S1,2Y92,A,,CYS,157,SG,DTT,B,S1,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001989"",""SOURCE_RCSB_PDB_DIRECT:2Y92:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
384,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2Y92:A:CYS:91-:SG:B:DTT:S4,2Y92,A,,CYS,91,SG,DTT,B,S4,2,2,"[""SOURCE_COVBINDERINPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR001988"",""SOURCE_RCSB_PDB_DIRECT:2Y92:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
385,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ0:A:CYS:59-:SG:G:420:C1,2YJ0,A,,CYS,59,SG,420,G,C1,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000399"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00731"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00732"",""SOURCE_RCSB_PDB_DIRECT:2YJ0:covale2""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
386,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ0:B:CYS:59-:SG:K:420:C1,2YJ0,B,,CYS,59,SG,420,K,C1,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000401"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00733"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00734"",""SOURCE_RCSB_PDB_DIRECT:2YJ0:covale4""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
387,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ0:C:CYS:59-:SG:P:420:C1,2YJ0,C,,CYS,59,SG,420,P,C1,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000403"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00735"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00736"",""SOURCE_RCSB_PDB_DIRECT:2YJ0:covale6""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
388,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ0:D:CYS:59-:SG:S:420:C1,2YJ0,D,,CYS,59,SG,420,S,C1,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000405"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00737"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00738"",""SOURCE_RCSB_PDB_DIRECT:2YJ0:covale8""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
389,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ0:E:CYS:59-:SG:W:420:C1,2YJ0,E,,CYS,59,SG,420,W,C1,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000407"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00739"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00740"",""SOURCE_RCSB_PDB_DIRECT:2YJ0:covale9""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
390,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ0:F:CYS:59-:SG:AA:420:C1,2YJ0,F,,CYS,59,SG,420,AA,C1,3,4,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000409"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00741"",""SOURCE_COVPDB:CovPDB_complexes/2yj0/2yj0.pdb#LINK00742"",""SOURCE_RCSB_PDB_DIRECT:2YJ0:covale12""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
391,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ2:A:CYS:25-:SG:B:YJ2:C18,2YJ2,A,,CYS,25,SG,YJ2,B,C18,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000398"",""SOURCE_COVPDB:CovPDB_complexes/2yj2/2yj2.pdb#LINK00406"",""SOURCE_RCSB_PDB_DIRECT:2YJ2:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
392,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ8:A:CYS:25-:SG:B:YJ8:C18,2YJ8,A,,CYS,25,SG,YJ8,B,C18,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000413"",""SOURCE_COVPDB:CovPDB_complexes/2yj8/2yj8.pdb#LINK00393"",""SOURCE_RCSB_PDB_DIRECT:2YJ8:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
393,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJ9:A:CYS:25-:SG:B:YJ9:C5,2YJ9,A,,CYS,25,SG,YJ9,B,C5,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000411"",""SOURCE_COVPDB:CovPDB_complexes/2yj9/2yj9.pdb#LINK00397"",""SOURCE_RCSB_PDB_DIRECT:2YJ9:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
394,INCREMENTAL_251_500,MULTI_SOURCE_PROVENANCE,COVAPIE_CYS_SG_EVENT_V1:2YJB:A:CYS:25-:SG:B:YJ9:C5,2YJB,A,,CYS,25,SG,YJ9,B,C5,3,3,"[""SOURCE_COVBINDERINPDB"",""SOURCE_COVPDB"",""SOURCE_RCSB_PDB_DIRECT""]","[""SOURCE_COVBINDERINPDB:CBR000414"",""SOURCE_COVPDB:CovPDB_complexes/2yjb/2yjb.pdb#LINK00391"",""SOURCE_RCSB_PDB_DIRECT:2YJB:covale1""]",false,,,[],NOT_APPLICABLE_NOT_YET_PROCESSED,NOT_YET_EXECUTED,PENDING_STRUCTURE_PROCESSING_NOT_YET_RULE_EVALUABLE
