case_order,case_id,case_group,entrypoint,rule_id_representation,candidate_record_representation,batch_context_representation,evaluation_context_representation,download_result_context_representation,stage_authorization_context_representation,lookup_order,evaluation_lookup_count,download_lookup_count,candidate_key_access_count,formal_call_count,oracle_call_count,expected_result_or_error,observed_result_or_error,old_handler_identity_preserved,case_passed
600,ADMIT012_FORMAL_HTTP_WRONG_VALUE,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
601,ADMIT012_FORMAL_HTTP_BOOL_INT_MIX,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
602,ADMIT012_FORMAL_HTTP_EXTRA_PAIR,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
603,ADMIT012_FORMAL_HTTP_MISSING_PAIR,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""SUCCESSFUL_HTTP_STATUS_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
604,ADMIT012_FORMAL_CONTENT_OUTER_LIST,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
605,ADMIT012_FORMAL_CONTENT_TUPLE_SUBCLASS,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_TYPE_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
606,ADMIT012_FORMAL_CONTENT_PAIR_LIST,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
607,ADMIT012_FORMAL_CONTENT_PAIR_TUPLE_SUBCLASS,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
608,ADMIT012_FORMAL_CONTENT_WRONG_KEY,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
609,ADMIT012_FORMAL_CONTENT_KEY_ORDER,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
610,ADMIT012_FORMAL_CONTENT_WRONG_VALUE,admit012_formal_exact105,evaluate_admission_rule,'ADMIT_012',instrumented_mapping_zero_key_access,None,instrumented_policy_mapping,instrumented_download_mapping,None,allowed_download_result_statuses|successful_http_status_contract|content_length_contract|sha256_format_contract|download_result_status|observed_http_status|observed_content_length_bytes|observed_sha256,4,4,0,1,1,"{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}","{""adapter_id"":""covapie_admit_012_unified_adapter_v1"",""admission_rule_id"":""ADMIT_012"",""admission_rule_name"":""future_download_integrity_fields_required"",""blocks_candidate"":true,""consumed_candidate_fields"":[""download_result_status"",""observed_http_status"",""observed_content_length_bytes"",""observed_sha256""],""consumed_context_items"":[""allowed_download_result_statuses"",""successful_http_status_contract"",""content_length_contract""],""evaluator_io_used"":false,""normalized_values"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]],""outcome"":""invalid"",""passed"":false,""reason"":""CONTENT_LENGTH_CONTRACT_CONTENT_INVALID"",""schema_version"":""covapie_unified_admission_rule_evaluation_v1"",""validated_candidate_fields"":[[""download_result_status"",""success""],[""observed_http_status"",""200""],[""observed_content_length_bytes"",""1""],[""observed_sha256"",""0123456789abcdef0123456789abcdef0123456789abcdef0123456789abcdef""]]}",true,true
