case_order,case_id,case_group,scope_id_representation,vector_type,input_rule_ids,input_outcomes,expected_outcome,observed_outcome,expected_reason,observed_reason,required_rule_ids,evaluated_rule_ids,invalid_rule_ids,blocked_rule_ids,failing_rule_ids,rule_evaluations_retained,input_tuple_identity_retained,aggregation_io_used,dispatcher_calls,handler_calls,current_permission,authorized_execution_count,case_passed
85,pre_final_split_acceptance_permission__ADMIT_004__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_004,,ADMIT_004,true,true,false,0,0,false,0,true
86,pre_final_split_acceptance_permission__ADMIT_005__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_005,ADMIT_005,true,true,false,0,0,false,0,true
87,pre_final_split_acceptance_permission__ADMIT_005__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_005,,ADMIT_005,true,true,false,0,0,false,0,true
88,pre_final_split_acceptance_permission__ADMIT_006__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_006,ADMIT_006,true,true,false,0,0,false,0,true
89,pre_final_split_acceptance_permission__ADMIT_006__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_006,,ADMIT_006,true,true,false,0,0,false,0,true
90,pre_final_split_acceptance_permission__ADMIT_007__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_007,ADMIT_007,true,true,false,0,0,false,0,true
91,pre_final_split_acceptance_permission__ADMIT_007__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_007,,ADMIT_007,true,true,false,0,0,false,0,true
92,pre_final_split_acceptance_permission__ADMIT_008__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_008,ADMIT_008,true,true,false,0,0,false,0,true
93,pre_final_split_acceptance_permission__ADMIT_008__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_008,,ADMIT_008,true,true,false,0,0,false,0,true
94,pre_final_split_acceptance_permission__ADMIT_009__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_009,ADMIT_009,true,true,false,0,0,false,0,true
95,pre_final_split_acceptance_permission__ADMIT_009__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_009,,ADMIT_009,true,true,false,0,0,false,0,true
96,pre_final_split_acceptance_permission__ADMIT_010__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_010,ADMIT_010,true,true,false,0,0,false,0,true
97,pre_final_split_acceptance_permission__ADMIT_010__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_010,,ADMIT_010,true,true,false,0,0,false,0,true
98,pre_final_split_acceptance_permission__ADMIT_011__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_011,ADMIT_011,true,true,false,0,0,false,0,true
99,pre_final_split_acceptance_permission__ADMIT_011__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_011,,ADMIT_011,true,true,false,0,0,false,0,true
100,pre_final_split_acceptance_permission__ADMIT_012__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_012,ADMIT_012,true,true,false,0,0,false,0,true
101,pre_final_split_acceptance_permission__ADMIT_012__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_012,,ADMIT_012,true,true,false,0,0,false,0,true
102,pre_final_split_acceptance_permission__ADMIT_013__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_013,ADMIT_013,true,true,false,0,0,false,0,true
103,pre_final_split_acceptance_permission__ADMIT_013__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_013,,ADMIT_013,true,true,false,0,0,false,0,true
104,pre_final_split_acceptance_permission__ADMIT_014__blocked,every_required_rule_blocked,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_014,ADMIT_014,true,true,false,0,0,false,0,true
105,pre_final_split_acceptance_permission__ADMIT_014__invalid,every_required_rule_invalid,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid,invalid,invalid,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,COMBINED_ADMISSION_REQUIRED_RULE_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_014,,ADMIT_014,true,true,false,0,0,false,0,true
106,pre_final_split_acceptance_permission__missing_first,missing_required,pre_final_split_acceptance_permission,tuple,ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,,,false,false,false,0,0,false,0,true
107,pre_final_split_acceptance_permission__missing_middle,missing_required,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,,,false,false,false,0,0,false,0,true
108,pre_final_split_acceptance_permission__missing_last,missing_required,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,COMBINED_ADMISSION_RULE_MEMBERSHIP_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013,,,,false,false,false,0,0,false,0,true
109,pre_final_split_acceptance_permission__multi_blocked,multi_blocked_full_collection,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked,blocked,blocked,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,COMBINED_ADMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,,ADMIT_001|ADMIT_014,ADMIT_001|ADMIT_014,true,true,false,0,0,false,0,true
