occurrence_order,source_relative_path,source_sha256,source_kind,symbol_or_row_id,matched_term,field_role,rule_scope,semantic_statement,contains_concrete_value,concrete_value,authoritative_for_runtime_semantics,occurrence_passed
239,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:512,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
240,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:520,classify_admit_006_admit_007_evidence_design,independent_oracle,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
241,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:555,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
242,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:556,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
243,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:605,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
244,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:606,explicit_curated_covalent_annotation,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_curated_covalent_annotation,false,true
245,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:607,distance_only_inference,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,distance_only_inference,false,true
246,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:620,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
247,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:621,explicit_curated_covalent_annotation,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_curated_covalent_annotation,false,true
248,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:624,distance_only_inference,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,distance_only_inference,false,true
249,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:693,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
250,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:711,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
251,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:724,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
252,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:724,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
253,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:896,ADMIT_007,rule_identity,ADMIT_006|ADMIT_007,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
254,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:948,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
255,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:948,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
256,src/covalent_ext/covapie_bulk_download_admission_admit_006_rule_logic_interface.py,6fd3727234b4b3f637fa5812c78421ec944238518702bc7f9d0d57a654d9a46d,source_code,line:955,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
257,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:26,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
258,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:27,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
259,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:28,explicit_curated_covalent_annotation,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_curated_covalent_annotation,false,true
260,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:32,explicit_structure_bond_record,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_structure_bond_record,false,true
261,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:33,explicit_curated_covalent_annotation,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,explicit_curated_covalent_annotation,false,true
262,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:34,distance_only_inference,evidence_enum_member,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,true,distance_only_inference,false,true
263,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:86,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
264,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:86,allowed_covalent_evidence_classes,evaluation_context,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
265,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:142,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
266,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:163,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
267,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:164,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
268,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:165,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
269,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:166,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
270,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:167,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
271,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:175,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
272,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:176,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
273,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:177,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
274,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:178,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
275,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:182,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
276,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:199,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
277,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:207,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
278,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:215,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
279,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:223,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
280,data/derived/covalent_small/covapie_bulk_download_admission_admit_006_rule_logic_interface_v1/covapie_admit_006_rule_logic_interface_manifest.json,921356eaa15f40fed925d11d73a6fbb868b4c881828c358fb35fde168b8c33f8,manifest,line:231,covalent_event_evidence_source,candidate_scalar,shared,ADMIT_006 standalone interface shape precedent; distinct rule responsibility,false,,false,true
