case_order,case_id,case_group,scope_id_representation,vector_type,observed_rule_ids,observed_states,expected_outcome,observed_outcome,expected_passed,observed_passed,expected_blocks_action,observed_blocks_action,expected_reason,observed_reason,required_rule_ids,failing_rule_ids,design_io_used,current_permission,authorized_execution_count,case_passed
102,pre_final_split_acceptance_permission__invalid_over_blocked,invalid_blocked_precedence,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001|ADMIT_002,false,false,0,true
103,pre_final_split_acceptance_permission__admit014_non_override,admit014_pass_non_override,pre_final_split_acceptance_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014,ADMIT_001,false,false,0,true
104,training_execution_admission_permission__all_pass,canonical_all_pass,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,passed,passed,true,true,false,false,,,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,,false,false,0,true
105,training_execution_admission_permission__ADMIT_001__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001,false,false,0,true
106,training_execution_admission_permission__ADMIT_001__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_001,false,false,0,true
107,training_execution_admission_permission__ADMIT_002__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_002,false,false,0,true
108,training_execution_admission_permission__ADMIT_002__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_002,false,false,0,true
109,training_execution_admission_permission__ADMIT_003__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_003,false,false,0,true
110,training_execution_admission_permission__ADMIT_003__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_003,false,false,0,true
111,training_execution_admission_permission__ADMIT_004__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_004,false,false,0,true
112,training_execution_admission_permission__ADMIT_004__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_004,false,false,0,true
113,training_execution_admission_permission__ADMIT_005__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_005,false,false,0,true
114,training_execution_admission_permission__ADMIT_005__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_005,false,false,0,true
115,training_execution_admission_permission__ADMIT_006__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_006,false,false,0,true
116,training_execution_admission_permission__ADMIT_006__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_006,false,false,0,true
117,training_execution_admission_permission__ADMIT_007__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_007,false,false,0,true
118,training_execution_admission_permission__ADMIT_007__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_007,false,false,0,true
119,training_execution_admission_permission__ADMIT_008__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_008,false,false,0,true
120,training_execution_admission_permission__ADMIT_008__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_008,false,false,0,true
121,training_execution_admission_permission__ADMIT_009__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_009,false,false,0,true
122,training_execution_admission_permission__ADMIT_009__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_009,false,false,0,true
123,training_execution_admission_permission__ADMIT_010__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_010,false,false,0,true
124,training_execution_admission_permission__ADMIT_010__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_010,false,false,0,true
125,training_execution_admission_permission__ADMIT_011__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_011,false,false,0,true
126,training_execution_admission_permission__ADMIT_011__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_011,false,false,0,true
127,training_execution_admission_permission__ADMIT_012__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_012,false,false,0,true
128,training_execution_admission_permission__ADMIT_012__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_012,false,false,0,true
129,training_execution_admission_permission__ADMIT_013__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_013,false,false,0,true
130,training_execution_admission_permission__ADMIT_013__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_013,false,false,0,true
131,training_execution_admission_permission__ADMIT_014__blocked,every_required_rule_blocked,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|blocked|passed,blocked,blocked,false,false,true,true,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,COMBINED_PERMISSION_REQUIRED_RULE_BLOCKED,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_014,false,false,0,true
132,training_execution_admission_permission__ADMIT_014__invalid,every_required_rule_invalid,training_execution_admission_permission,tuple,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|passed|invalid|passed,invalid,invalid,false,false,true,true,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,COMBINED_PERMISSION_SCOPE_OR_VECTOR_OR_STATE_CONTRACT_INVALID,ADMIT_001|ADMIT_002|ADMIT_003|ADMIT_004|ADMIT_005|ADMIT_006|ADMIT_007|ADMIT_008|ADMIT_009|ADMIT_010|ADMIT_011|ADMIT_012|ADMIT_013|ADMIT_014|ADMIT_015,ADMIT_014,false,false,0,true
